Zeit [h]	Variante 1 Raumlufttemperatur [C]	Variante 1 Lueftungswaermestrom [W]	Variante 2 Raumlufttemperatur [C]	Variante 2 Lueftungswaermestrom [W]	Variante 3 Raumlufttemperatur [C]	Variante 3 Lueftungswaermestrom [W]	Variante 4 Raumlufttemperatur [C]	Variante 4 Lueftungswaermestrom [W]
2279	4.52	0	5.83	32.93	4.81	13.59	4.81	13.59
2280	4.52	0	5.77	21.32	4.79	10.40	4.79	10.40
2281	4.52	0	5.74	15.13	4.79	8.68	4.79	8.68
2282	4.52	0	5.41	-13.73	4.70	0.79	4.70	0.79
2283	4.52	0	5.23	-48.10	4.65	-8.76	4.65	-8.76
2284	4.52	0	5.22	-57.38	4.65	-11.43	4.65	-11.43
2285	4.52	0	5.17	-59.84	4.63	-12.15	4.63	-12.15
2286	4.53	0	5.09	-67.65	4.61	-14.35	4.61	-14.35
2287	4.53	0	5.08	-70.87	4.61	-15.31	4.61	-15.31
2288	4.53	0	5.05	-72.46	4.60	-15.80	4.60	-15.80
2289	4.53	0	5.22	-58.61	4.65	-12.08	4.65	-12.08
2290	4.53	0	5.36	-35.38	4.69	-5.70	4.69	-5.70
2291	4.53	0	5.53	-13.07	4.74	0.44	4.74	0.44
2292	4.52	0	5.72	12.71	4.79	7.55	4.79	7.55
2293	4.52	0	5.65	17.57	4.77	8.99	4.77	8.99
2294	4.52	0	5.41	-7.68	4.70	2.09	4.70	2.09
2295	4.52	0	5.46	-17.93	4.72	-0.82	4.72	-0.82
2296	4.52	0	5.33	-24.27	4.68	-2.54	4.68	-2.54
2297	4.52	0	5.34	-30.20	4.69	-4.24	4.69	-4.24
2298	4.52	0	5.46	-18.37	4.72	-1.03	4.72	-1.03
2299	4.52	0	5.13	-37.56	4.63	-6.23	4.63	-6.23
2300	4.52	0	5.08	-61.09	4.61	-12.82	4.61	-12.82
2301	4.52	0	4.96	-71.57	4.58	-15.75	4.58	-15.75
2302	4.52	0	4.88	-82.80	4.56	-18.92	4.56	-18.92
2303	4.52	0	4.83	-89.57	4.55	-20.86	4.55	-20.86
2304	4.52	0	4.74	-97.29	4.52	-23.04	4.52	-23.04
2305	4.52	0	4.66	-106.74	4.50	-25.72	4.50	-25.72
2306	4.52	0	4.53	-119.78	4.46	-29.37	4.46	-29.37
2307	4.52	0	4.42	-133.57	4.43	-33.26	4.43	-33.26
2308	4.52	0	4.37	-140.13	4.42	-35.18	4.42	-35.18
2309	4.51	0	4.33	-142.32	4.40	-35.88	4.40	-35.88
2310	4.51	0	4.28	-145.43	4.39	-36.82	4.39	-36.82
2311	4.51	0	4.29	-143.99	4.39	-36.53	4.39	-36.53
2312	4.51	0	4.51	-121.94	4.45	-30.58	4.45	-30.58
2313	4.50	0	4.83	-79.66	4.53	-19.00	4.53	-19.00
2314	4.50	0	5.11	-36.00	4.61	-6.97	4.61	-6.97
2315	4.50	0	5.34	-0.54	4.67	2.85	4.67	2.85
2316	4.49	0	5.45	21.39	4.70	8.97	4.70	8.97
2317	4.49	0	5.56	35.42	4.73	12.89	4.73	12.89
2318	4.49	0	5.47	33.20	4.70	12.37	4.70	12.37
2319	4.48	0	5.43	23.34	4.69	9.67	4.69	9.67
2320	4.48	0	5.69	41.46	4.76	14.61	4.76	14.61
2321	4.48	0	5.51	41.67	4.71	14.81	4.71	14.81
2322	4.48	0	5.54	32.00	4.72	12.11	4.72	12.11
2323	4.48	0	5.40	21.93	4.68	9.39	4.68	9.39
2324	4.48	0	5.09	-12.11	4.60	0.05	4.60	0.05
2325	4.48	0	4.95	-41.11	4.56	-8.03	4.56	-8.03
2326	4.48	0	4.75	-64.07	4.51	-14.40	4.51	-14.40
2327	4.48	0	4.82	-68.75	4.52	-15.83	4.52	-15.83
2328	4.49	0	4.94	-52.38	4.56	-11.39	4.56	-11.39
2329	4.49	0	5.17	-24.51	4.62	-3.77	4.62	-3.77
2330	4.49	0	5.36	4.78	4.68	4.32	4.68	4.32
2331	4.49	0	5.50	26.84	4.72	10.44	4.72	10.44
2332	4.49	0	5.49	33.56	4.71	12.37	4.71	12.37
2333	4.49	0	5.47	29.81	4.71	11.37	4.71	11.37
2334	4.49	0	5.42	23.43	4.70	9.64	4.70	9.64
2335	4.48	0	5.42	19.87	4.70	8.66	4.70	8.66
2336	4.49	0	5.79	49.64	4.80	16.78	4.80	16.78
2337	4.49	0	5.79	70.33	4.80	22.62	4.80	22.62
2338	4.49	0	6.04	88.13	4.87	27.52	4.87	27.52
2339	4.49	0	6.05	101.72	4.88	31.39	4.88	31.39
2340	4.49	0	6.04	98.64	4.87	30.62	4.87	30.62
2341	4.49	0	6.28	114.62	4.94	35.02	4.94	35.02
2342	4.49	0	5.73	81.23	4.79	26.08	4.79	26.08
2343	4.49	0	5.93	62.38	4.85	20.73	4.85	20.73
2344	4.50	0	6.04	82.63	4.88	26.34	4.88	26.34
2345	4.50	0	6.09	91.20	4.90	28.76	4.90	28.76
2346	4.50	0	6.02	86.29	4.88	27.48	4.88	27.48
2347	4.51	0	5.64	49.16	4.78	17.36	4.78	17.36
2348	4.51	0	5.49	12.88	4.74	7.30	4.74	7.30
2349	4.51	0	5.37	-5.66	4.71	2.15	4.71	2.15
2350	4.52	0	5.32	-16.12	4.70	-0.80	4.70	-0.80
2351	4.52	0	5.20	-27.64	4.67	-3.99	4.67	-3.99
2352	4.52	0	5.23	-31.78	4.68	-5.21	4.68	-5.21
2353	4.52	0	5.22	-29.91	4.68	-4.72	4.68	-4.72
2354	4.52	0	5.16	-34.32	4.67	-5.96	4.67	-5.96
2355	4.53	0	5.13	-39.52	4.66	-7.43	4.66	-7.43
2356	4.53	0	5.13	-40.24	4.66	-7.67	4.66	-7.67
2357	4.53	0	5.10	-41.93	4.65	-8.15	4.65	-8.15
2358	4.53	0	5.09	-43.55	4.65	-8.64	4.65	-8.64
2359	4.53	0	5.12	-40.70	4.66	-7.89	4.66	-7.89
2360	4.53	0	5.20	-31.62	4.68	-5.43	4.68	-5.43
2361	4.53	0	5.30	-17.28	4.71	-1.49	4.71	-1.49
2362	4.53	0	5.45	1.46	4.75	3.66	4.75	3.66
2363	4.53	0	5.51	14.62	4.77	7.33	4.77	7.33
2364	4.53	0	5.54	19.81	4.77	8.79	4.77	8.79
2365	4.53	0	5.57	23.26	4.78	9.76	4.78	9.76
2366	4.52	0	5.73	37.56	4.83	13.69	4.83	13.69
2367	4.52	0	5.89	58.74	4.87	19.56	4.87	19.56
2368	4.52	0	5.79	58.18	4.85	19.52	4.85	19.52
2369	4.53	0	5.68	41.94	4.82	15.08	4.82	15.08
2370	4.53	0	5.60	27.63	4.80	11.14	4.80	11.14
2371	4.53	0	5.45	9.73	4.75	6.22	4.75	6.22
2372	4.53	0	5.44	0.16	4.75	3.53	4.75	3.53
2373	4.53	0	5.38	-4.28	4.74	2.30	4.74	2.30
2374	4.53	0	5.18	-23.98	4.69	-3.11	4.69	-3.11
2375	4.53	0	5.14	-38.77	4.68	-7.27	4.68	-7.27
2376	4.53	0	5.11	-42.12	4.67	-8.24	4.67	-8.24
2377	4.54	0	5.03	-49.14	4.65	-10.20	4.65	-10.20
2378	4.54	0	4.90	-63.25	4.61	-14.12	4.61	-14.12
2379	4.54	0	4.76	-80.82	4.57	-19.02	4.57	-19.02
2380	4.54	0	4.73	-89.26	4.57	-21.44	4.57	-21.44
2381	4.54	0	4.61	-97.94	4.53	-23.88	4.53	-23.88
2382	4.54	0	4.54	-108.22	4.51	-26.80	4.51	-26.80
2383	4.54	0	4.61	-104.11	4.53	-25.77	4.53	-25.77
2384	4.53	0	4.89	-74.15	4.61	-17.63	4.61	-17.63
2385	4.53	0	5.13	-35.79	4.67	-7.07	4.67	-7.07
2386	4.53	0	5.26	-11.05	4.71	-0.21	4.71	-0.21
2387	4.53	0	5.44	11.17	4.76	5.93	4.76	5.93
2388	4.53	0	5.47	23.27	4.76	9.34	4.76	9.34
2389	4.53	0	5.46	23.09	4.76	9.33	4.76	9.33
2390	4.52	0	5.54	28.42	4.78	10.81	4.78	10.81
2391	4.52	0	5.63	39.90	4.81	13.99	4.81	13.99
2392	4.52	0	5.70	49.50	4.83	16.68	4.83	16.68
2393	4.52	0	5.79	59.13	4.85	19.36	4.85	19.36
2394	4.52	0	5.75	59.64	4.84	19.58	4.84	19.58
2395	4.52	0	5.62	45.10	4.81	15.63	4.81	15.63
2396	4.52	0	5.56	31.74	4.79	11.94	4.79	11.94
2397	4.52	0	5.57	29.11	4.80	11.20	4.80	11.20
2398	4.53	0	5.56	28.13	4.80	10.94	4.80	10.94
2399	4.53	0	5.58	28.11	4.80	10.93	4.80	10.93
2400	4.53	0	5.57	28.00	4.80	10.91	4.80	10.91
2401	4.53	0	5.55	25.23	4.80	10.16	4.80	10.16
2402	4.53	0	5.57	25.21	4.81	10.15	4.81	10.15
2403	4.53	0	5.47	17.87	4.78	8.16	4.78	8.16
2404	4.54	0	5.43	8.11	4.77	5.46	4.77	5.46
2405	4.54	0	5.37	0.98	4.76	3.49	4.76	3.49
2406	4.54	0	5.33	-6.10	4.74	1.52	4.74	1.52
2407	4.54	0	5.29	-11.37	4.74	0.05	4.74	0.05
2408	4.54	0	5.38	-5.82	4.76	1.53	4.76	1.53
2409	4.54	0	5.59	16.59	4.82	7.67	4.82	7.67
2410	4.54	0	5.75	41.33	4.87	14.52	4.87	14.52
2411	4.54	0	5.89	60.66	4.91	19.89	4.91	19.89
2412	4.54	0	5.98	74.55	4.93	23.79	4.93	23.79
2413	4.55	0	6.26	100.26	5.01	30.89	5.01	30.89
2414	4.55	0	6.40	125.49	5.05	37.95	5.05	37.95
2415	4.55	0	6.41	131.06	5.06	39.61	5.06	39.61
2416	4.55	0	6.48	134.22	5.08	40.56	5.08	40.56
2417	4.55	0	6.56	141.79	5.10	42.72	5.10	42.72
2418	4.55	0	6.44	133.07	5.07	40.45	5.07	40.45
2419	4.56	0	6.27	108.58	5.03	33.78	5.03	33.78
2420	4.56	0	6.11	82.52	4.99	26.63	4.99	26.63
2421	4.56	0	5.98	61.07	4.96	20.72	4.96	20.72
2422	4.57	0	5.95	50.42	4.95	17.76	4.95	17.76
2423	4.57	0	5.84	38.67	4.93	14.54	4.93	14.54
2424	4.58	0	5.77	25.32	4.91	10.84	4.91	10.84
2425	4.58	0	5.67	12.81	4.89	7.38	4.89	7.38
2426	4.58	0	5.64	4.00	4.88	4.92	4.88	4.92
2427	4.59	0	5.67	5.00	4.89	5.16	4.89	5.16
2428	4.59	0	5.62	3.11	4.88	4.65	4.88	4.65
2429	4.59	0	5.56	-4.92	4.87	2.43	4.87	2.43
2430	4.60	0	5.55	-9.28	4.86	1.19	4.86	1.19
2431	4.60	0	5.60	-5.60	4.88	2.18	4.88	2.18
2432	4.60	0	5.87	19.59	4.96	9.06	4.96	9.06
2433	4.60	0	6.26	66.77	5.06	22.05	5.06	22.05
2434	4.60	0	6.62	117.09	5.17	36.00	5.17	36.00
2435	4.60	0	6.64	136.56	5.17	41.56	5.17	41.56
2436	4.60	0	6.76	143.22	5.21	43.48	5.21	43.48
2437	4.60	0	6.89	156.94	5.25	47.36	5.25	47.36
2438	4.61	0	6.92	162.49	5.26	49.02	5.26	49.02
2439	4.61	0	7.00	166.46	5.28	50.20	5.28	50.20
2440	4.61	0	6.99	166.71	5.29	50.38	5.29	50.38
2441	4.62	0	6.99	161.74	5.29	49.10	5.29	49.10
2442	4.62	0	6.89	149.57	5.27	45.85	5.27	45.85
2443	4.62	0	6.80	132.24	5.24	41.14	5.24	41.14
2444	4.63	0	6.65	111.37	5.21	35.44	5.21	35.44
2445	4.63	0	6.63	98.81	5.21	31.98	5.21	31.98
2446	4.64	0	6.63	95.93	5.21	31.20	5.21	31.20
2447	4.65	0	6.61	92.08	5.21	30.18	5.21	30.18
2448	4.65	0	6.59	87.38	5.21	28.91	5.21	28.91
2449	4.66	0	6.51	77.24	5.19	26.16	5.19	26.16
2450	4.66	0	6.47	67.31	5.19	23.43	5.19	23.43
2451	4.67	0	6.44	60.90	5.18	21.68	5.18	21.68
2452	4.67	0	6.43	57.22	5.18	20.67	5.18	20.67
2453	4.67	0	6.45	57.08	5.19	20.64	5.19	20.64
2454	4.68	0	6.45	56.89	5.20	20.60	5.20	20.60
2455	4.68	0	6.49	58.52	5.21	21.07	5.21	21.07
2456	4.68	0	6.63	70.92	5.25	24.48	5.25	24.48
2457	4.69	0	6.94	102.90	5.34	33.29	5.34	33.29
2458	4.69	0	7.17	137.07	5.41	42.81	5.41	42.81
2459	4.69	0	7.31	157.75	5.45	48.63	5.45	48.63
2460	4.70	0	7.20	152.38	5.42	47.32	5.42	47.32
2461	4.70	0	7.12	134.99	5.41	42.60	5.41	42.60
2462	4.70	0	7.29	141.14	5.46	44.30	5.46	44.30
2463	4.71	0	7.34	152.12	5.47	47.43	5.47	47.43
2464	4.71	0	7.45	159.70	5.51	49.58	5.51	49.58
2465	4.72	0	7.55	170.74	5.54	52.71	5.54	52.71
2466	4.72	0	7.40	160.06	5.51	49.92	5.51	49.92
2467	4.73	0	7.16	127.44	5.45	41.02	5.45	41.02
2468	4.73	0	7.05	101.47	5.42	33.87	5.42	33.87
2469	4.74	0	6.97	86.18	5.40	29.67	5.40	29.67
2470	4.74	0	6.93	76.27	5.40	26.93	5.40	26.93
2471	4.75	0	6.86	67.17	5.38	24.44	5.38	24.44
2472	4.76	0	6.77	54.51	5.36	20.97	5.36	20.97
2473	4.76	0	6.78	48.28	5.37	19.23	5.37	19.23
2474	4.77	0	6.71	41.84	5.35	17.47	5.35	17.47
2475	4.77	0	6.73	38.28	5.36	16.47	5.36	16.47
2476	4.77	0	6.80	44.47	5.39	18.16	5.39	18.16
2477	4.78	0	6.59	30.62	5.33	14.43	5.33	14.43
2478	4.78	0	6.55	13.84	5.32	9.76	5.32	9.76
2479	4.78	0	6.78	30.20	5.39	14.19	5.39	14.19
2480	4.79	0	7.13	72.05	5.49	25.70	5.49	25.70
2481	4.79	0	7.47	118.86	5.59	38.67	5.59	38.67
2482	4.79	0	7.79	160.97	5.68	50.38	5.68	50.38
2483	4.79	0	7.97	189.48	5.73	58.40	5.73	58.40
2484	4.80	0	8.03	199.24	5.75	61.26	5.75	61.26
2485	4.80	0	8.24	214.73	5.82	65.62	5.82	65.62
2486	4.80	0	8.22	219.91	5.81	67.25	5.81	67.25
2487	4.81	0	8.20	211.20	5.81	64.96	5.81	64.96
2488	4.81	0	8.26	209.75	5.84	64.66	5.84	64.66
2489	4.82	0	8.25	207.25	5.84	64.09	5.84	64.09
2490	4.83	0	8.22	199.49	5.84	62.05	5.84	62.05
2491	4.83	0	8.01	175.53	5.79	55.58	5.79	55.58
2492	4.84	0	7.91	150.29	5.76	48.65	5.76	48.65
2493	4.85	0	7.87	138.43	5.76	45.41	5.76	45.41
2494	4.85	0	7.79	126.45	5.74	42.16	5.74	42.16
2495	4.86	0	7.70	111.88	5.73	38.18	5.73	38.18
2496	4.87	0	7.67	101.87	5.73	35.43	5.73	35.43
2497	4.88	0	7.64	95.37	5.72	33.66	5.72	33.66
2498	4.88	0	7.62	89.77	5.72	32.14	5.72	32.14
2499	4.89	0	7.57	82.36	5.72	30.13	5.72	30.13
2500	4.89	0	7.54	75.03	5.71	28.12	5.71	28.12
2501	4.90	0	7.49	66.77	5.70	25.87	5.70	25.87
2502	4.91	0	7.48	61.31	5.71	24.36	5.71	24.36
2503	4.91	0	7.59	68.40	5.74	26.30	5.74	26.30
2504	4.92	0	7.75	86.03	5.79	31.17	5.79	31.17
2505	4.92	0	8.03	116.11	5.87	39.48	5.87	39.48
2506	4.92	0	8.38	158.43	5.97	51.20	5.97	51.20
2507	4.93	0	8.63	195.01	6.05	61.43	6.05	61.43
2508	4.93	0	8.90	226.29	6.13	70.18	6.13	70.18
2509	4.94	0	9.04	247.51	6.17	76.22	6.17	76.22
2510	4.94	0	9.08	251.82	6.19	77.59	6.19	77.59
2511	4.95	0	9.17	254.59	6.22	78.49	6.22	78.49
2512	4.95	0	9.20	256.38	6.23	79.13	6.23	79.13
2513	4.96	0	9.16	248.35	6.23	77.07	6.23	77.07
2514	4.97	0	9.02	227.90	6.20	71.58	6.20	71.58
2515	4.97	0	8.77	194.21	6.14	62.41	6.14	62.41
2516	4.98	0	8.53	155.47	6.08	51.79	6.08	51.79
2517	4.99	0	8.34	122.28	6.03	42.65	6.03	42.65
2518	5.00	0	8.23	99.91	6.01	36.47	6.01	36.47
2519	5.01	0	8.18	87.34	6.00	32.99	6.00	32.99
2520	5.02	0	8.11	77.35	5.99	30.24	5.99	30.24
2521	5.02	0	8.05	66.48	5.98	27.25	5.98	27.25
2522	5.03	0	7.99	56.54	5.97	24.50	5.97	24.50
2523	5.04	0	8.00	52.91	5.98	23.49	5.98	23.49
2524	5.04	0	7.92	45.52	5.97	21.47	5.97	21.47
2525	5.05	0	7.84	32.95	5.95	18.00	5.95	18.00
2526	5.05	0	7.84	27.63	5.95	16.51	5.95	16.51
2527	5.06	0	7.95	35.70	5.99	18.70	5.99	18.70
2528	5.06	0	8.22	63.36	6.07	26.29	6.07	26.29
2529	5.07	0	8.57	106.78	6.17	38.27	6.17	38.27
2530	5.07	0	8.95	155.25	6.28	51.71	6.28	51.71
2531	5.07	0	9.24	196.28	6.36	63.17	6.36	63.17
2532	5.08	0	9.42	222.02	6.41	70.44	6.41	70.44
2533	5.08	0	9.52	234.42	6.45	74.02	6.45	74.02
2534	5.09	0	9.60	240.68	6.48	75.90	6.48	75.90
2535	5.09	0	9.70	247.91	6.51	78.03	6.51	78.03
2536	5.10	0	9.62	240.64	6.49	76.20	6.49	76.20
2537	5.10	0	9.56	224.82	6.49	71.95	6.49	71.95
2538	5.11	0	9.49	210.81	6.47	68.19	6.47	68.19
2539	5.12	0	9.29	185.13	6.43	61.23	6.43	61.23
2540	5.13	0	9.15	157.15	6.39	53.56	6.39	53.56
2541	5.13	0	9.05	137.25	6.37	48.10	6.37	48.10
2542	5.14	0	8.99	123.64	6.37	44.36	6.37	44.36
2543	5.15	0	8.81	102.71	6.32	38.64	6.32	38.64
2544	5.16	0	8.66	77.60	6.29	31.72	6.29	31.72
2545	5.17	0	8.58	60.63	6.27	27.02	6.27	27.02
2546	5.18	0	8.54	51.67	6.27	24.53	6.27	24.53
2547	5.18	0	8.49	44.43	6.26	22.52	6.26	22.52
2548	5.19	0	8.46	38.12	6.26	20.77	6.26	20.77
2549	5.19	0	8.46	35.38	6.27	20.00	6.27	20.00
2550	5.20	0	8.39	28.97	6.25	18.24	6.25	18.24
2551	5.20	0	8.41	25.43	6.26	17.24	6.26	17.24
2552	5.21	0	8.58	39.78	6.31	21.15	6.31	21.15
2553	5.21	0	8.89	74.50	6.40	30.69	6.40	30.69
2554	5.22	0	9.22	117.77	6.50	42.67	6.50	42.67
2555	5.22	0	9.50	156.32	6.58	53.40	6.58	53.40
2556	5.22	0	9.77	190.35	6.66	62.90	6.66	62.90
2557	5.23	0	9.88	209.84	6.70	68.45	6.70	68.45
2558	5.23	0	9.91	212.52	6.71	69.34	6.71	69.34
2559	5.24	0	10.03	218.13	6.75	70.99	6.75	70.99
2560	5.24	0	9.94	212.72	6.73	69.67	6.73	69.67
2561	5.25	0	9.97	204.19	6.74	67.39	6.74	67.39
2562	5.25	0	9.85	191.86	6.72	64.11	6.72	64.11
2563	5.26	0	9.56	156.38	6.65	54.45	6.65	54.45
2564	5.27	0	9.38	120.57	6.60	44.59	6.60	44.59
2565	5.28	0	9.18	91.85	6.56	36.68	6.56	36.68
2566	5.28	0	9.01	64.14	6.52	29.03	6.52	29.03
2567	5.29	0	8.84	39.17	6.48	22.12	6.48	22.12
2568	5.30	0	8.70	17.85	6.45	16.20	6.45	16.20
2569	5.31	0	8.60	1.02	6.42	11.51	6.42	11.51
2570	5.31	0	8.53	-10.42	6.41	8.30	6.41	8.30
2571	5.32	0	8.47	-18.33	6.40	6.07	6.40	6.07
2572	5.32	0	8.38	-28.97	6.38	3.10	6.38	3.10
2573	5.33	0	8.38	-34.07	6.38	1.63	6.38	1.63
2574	5.33	0	8.40	-31.24	6.39	2.35	6.39	2.35
2575	5.34	0	8.51	-20.37	6.43	5.29	6.43	5.29
2576	5.34	0	8.74	5.61	6.49	12.40	6.49	12.40
2577	5.34	0	9.09	47.46	6.59	23.92	6.59	23.92
2578	5.34	0	9.38	89.79	6.67	35.65	6.67	35.65
2579	5.34	0	9.61	123.08	6.74	44.92	6.74	44.92
2580	5.35	0	9.83	150.97	6.81	52.71	6.81	52.71
2581	5.35	0	9.89	164.39	6.83	56.56	6.83	56.56
2582	5.35	0	10.00	171.85	6.86	58.71	6.86	58.71
2583	5.35	0	10.06	178.32	6.88	60.61	6.88	60.61
2584	5.36	0	10.12	182.18	6.90	61.77	6.90	61.77
2585	5.36	0	10.10	179.72	6.91	61.20	6.91	61.20
2586	5.37	0	9.95	162.10	6.87	56.46	6.87	56.46
2587	5.37	0	9.77	134.92	6.83	49.04	6.83	49.04
2588	5.38	0	9.54	102.50	6.77	40.14	6.77	40.14
2589	5.39	0	9.52	84.77	6.77	35.21	6.77	35.21
2590	5.39	0	9.35	68.43	6.73	30.74	6.73	30.74
2591	5.40	0	9.14	39.77	6.68	22.84	6.68	22.84
2592	5.41	0	9.02	16.74	6.65	16.44	6.65	16.44
2593	5.41	0	8.86	-2.83	6.62	11.01	6.62	11.01
2594	5.42	0	8.75	-20.47	6.59	6.08	6.59	6.08
2595	5.43	0	8.64	-35.46	6.56	1.89	6.56	1.89
2596	5.43	0	8.62	-42.28	6.56	-0.07	6.56	-0.07
2597	5.43	0	8.58	-45.72	6.56	-1.07	6.56	-1.07
2598	5.44	0	8.57	-48.18	6.56	-1.81	6.56	-1.81
2599	5.44	0	8.59	-45.31	6.57	-1.08	6.57	-1.08
2600	5.44	0	8.64	-38.93	6.58	0.63	6.58	0.63
2601	5.45	0	8.91	-13.66	6.66	7.52	6.66	7.52
2602	5.45	0	9.08	16.44	6.71	15.83	6.71	15.83
2603	5.45	0	9.37	49.34	6.79	24.89	6.79	24.89
2604	5.45	0	9.65	88.18	6.87	35.66	6.87	35.66
2605	5.45	0	9.71	107.04	6.89	40.99	6.89	40.99
2606	5.45	0	9.84	117.34	6.93	43.89	6.93	43.89
2607	5.45	0	9.90	126.60	6.95	46.53	6.95	46.53
2608	5.46	0	9.91	127.88	6.96	46.97	6.96	46.97
2609	5.46	0	9.84	119.35	6.94	44.71	6.94	44.71
2610	5.46	0	9.67	98.42	6.90	39.01	6.90	39.01
2611	5.47	0	9.47	69.66	6.85	31.11	6.85	31.11
2612	5.47	0	9.18	32.98	6.78	21.01	6.78	21.01
2613	5.48	0	8.97	-1.59	6.72	11.43	6.72	11.43
2614	5.48	0	8.91	-18.14	6.71	6.77	6.71	6.77
2615	5.49	0	8.79	-30.50	6.68	3.32	6.68	3.32
2616	5.49	0	8.72	-42.72	6.67	-0.13	6.67	-0.13
2617	5.50	0	8.61	-54.14	6.64	-3.33	6.64	-3.33
2618	5.50	0	8.47	-69.98	6.61	-7.75	6.61	-7.75
2619	5.50	0	8.37	-84.79	6.58	-11.92	6.58	-11.92
2620	5.51	0	8.26	-97.83	6.55	-15.59	6.55	-15.59
2621	5.51	0	8.11	-113.53	6.52	-20.00	6.52	-20.00
2622	5.51	0	8.01	-127.30	6.49	-23.90	6.49	-23.90
2623	5.51	0	8.05	-126.68	6.50	-23.87	6.50	-23.87
2624	5.51	0	8.24	-105.61	6.56	-18.19	6.56	-18.19
2625	5.51	0	8.46	-74.16	6.62	-9.59	6.62	-9.59
2626	5.51	0	8.65	-43.81	6.67	-1.24	6.67	-1.24
2627	5.51	0	8.90	-11.72	6.74	7.59	6.74	7.59
2628	5.51	0	9.13	21.07	6.80	16.65	6.80	16.65
2629	5.51	0	9.24	42.97	6.84	22.76	6.84	22.76
2630	5.51	0	9.26	49.71	6.84	24.69	6.84	24.69
2631	5.51	0	9.36	56.69	6.87	26.63	6.87	26.63
2632	5.51	0	9.28	54.49	6.85	26.10	6.85	26.10
2633	5.51	0	9.24	45.47	6.85	23.63	6.85	23.63
2634	5.51	0	9.04	25.58	6.79	18.20	6.79	18.20
2635	5.51	0	8.71	-13.73	6.70	7.38	6.70	7.38
2636	5.51	0	8.51	-48.99	6.65	-2.43	6.65	-2.43
2637	5.52	0	8.26	-78.97	6.59	-10.76	6.59	-10.76
2638	5.52	0	8.11	-103.37	6.55	-17.61	6.55	-17.61
2639	5.52	0	7.93	-123.41	6.50	-23.24	6.50	-23.24
2640	5.52	0	7.82	-139.75	6.47	-27.87	6.47	-27.87
2641	5.53	0	7.68	-154.39	6.43	-32.02	6.43	-32.02
2642	5.53	0	7.61	-164.43	6.41	-34.93	6.41	-34.93
2643	5.53	0	7.47	-175.52	6.38	-38.09	6.38	-38.09
2644	5.53	0	7.35	-189.14	6.34	-41.97	6.34	-41.97
2645	5.53	0	7.31	-194.64	6.33	-43.64	6.33	-43.64
2646	5.52	0	7.30	-192.17	6.33	-43.10	6.33	-43.10
2647	5.52	0	7.52	-169.95	6.39	-37.14	6.39	-37.14
2648	5.52	0	7.82	-128.44	6.47	-25.81	6.47	-25.81
2649	5.52	0	8.08	-86.41	6.54	-14.26	6.54	-14.26
2650	5.51	0	8.28	-53.48	6.60	-5.18	6.60	-5.18
2651	5.51	0	8.45	-27.71	6.64	1.94	6.64	1.94
2652	5.51	0	8.54	-10.06	6.67	6.84	6.67	6.84
2653	5.50	0	8.56	-3.10	6.67	8.80	6.67	8.80
2654	5.50	0	8.72	10.37	6.71	12.49	6.71	12.49
2655	5.50	0	8.85	29.84	6.75	17.88	6.75	17.88
2656	5.50	0	8.79	32.13	6.73	18.59	6.73	18.59
2657	5.50	0	8.80	28.52	6.74	17.60	6.74	17.60
2658	5.50	0	8.69	19.39	6.71	15.12	6.71	15.12
2659	5.50	0	8.49	-3.87	6.66	8.73	6.66	8.73
2660	5.50	0	8.27	-33.16	6.60	0.63	6.60	0.63
2661	5.50	0	8.11	-57.78	6.56	-6.23	6.56	-6.23
2662	5.50	0	8.07	-68.90	6.54	-9.40	6.54	-9.40
2663	5.51	0	7.94	-79.37	6.51	-12.34	6.51	-12.34
2664	5.51	0	7.81	-95.08	6.48	-16.75	6.48	-16.75
2665	5.51	0	7.71	-108.93	6.45	-20.65	6.45	-20.65
2666	5.51	0	7.62	-119.18	6.43	-23.57	6.43	-23.57
2667	5.51	0	7.53	-128.55	6.40	-26.25	6.40	-26.25
2668	5.51	0	7.45	-136.99	6.38	-28.68	6.38	-28.68
2669	5.51	0	7.42	-140.93	6.37	-29.87	6.37	-29.87
2670	5.51	0	7.41	-139.53	6.37	-29.59	6.37	-29.59
2671	5.51	0	7.55	-124.68	6.41	-25.62	6.41	-25.62
2672	5.51	0	7.92	-83.12	6.51	-14.29	6.51	-14.29
2673	5.51	0	8.20	-36.84	6.59	-1.53	6.59	-1.53
2674	5.50	0	8.46	0.44	6.66	8.77	6.66	8.77
2675	5.50	0	8.67	32.24	6.72	17.59	6.72	17.59
2676	5.50	0	8.79	53.22	6.75	23.45	6.75	23.45
2677	5.50	0	8.89	66.25	6.78	27.11	6.78	27.11
2678	5.50	0	9.00	79.33	6.81	30.77	6.81	30.77
2679	5.50	0	9.07	89.65	6.83	33.68	6.83	33.68
2680	5.50	0	8.95	81.08	6.80	31.42	6.80	31.42
2681	5.50	0	8.93	70.30	6.80	28.46	6.80	28.46
2682	5.50	0	8.85	61.14	6.78	25.98	6.78	25.98
2683	5.50	0	8.62	35.91	6.72	19.07	6.72	19.07
2684	5.51	0	8.39	2.97	6.66	9.97	6.66	9.97
2685	5.51	0	8.24	-22.62	6.62	2.86	6.62	2.86
2686	5.51	0	8.17	-35.65	6.60	-0.82	6.60	-0.82
